                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 1.4734,                 2.0872,                 1.2158,                 1.0753,                0.54411,                0.37581,                0.40242,                0.18217,                0.53226,                0.36167,                0.38144,                0.15332,                 1.9037,                 2.7519,                 1.7766,                 1.3485,             0.00020506,             0.00020506,             0.00020506
                     38,                 1.4643,                  2.065,                  1.228,                 1.0781,                0.56343,                0.37008,                0.40541,                0.18298,                0.54708,                0.35934,                 0.3821,                0.15668,                 1.9086,                 2.7678,                 1.8029,                 1.3537,             0.00019092,             0.00019092,             0.00019092
                     39,                 1.4551,                 2.0896,                 1.2101,                 1.0702,                0.52625,                0.40301,                0.41826,                0.18875,                0.51329,                0.40086,                0.40148,                0.16677,                 1.9227,                 2.7149,                 1.7242,                 1.3631,             0.00017679,             0.00017679,             0.00017679
                     40,                 1.4711,                 2.1122,                 1.2268,                  1.078,                0.50749,                0.39461,                0.40759,                0.18906,                 0.5346,                0.37494,                0.39373,                0.16804,                 1.8855,                 2.7136,                 1.8015,                 1.3475,             0.00016265,             0.00016265,             0.00016265
                     41,                 1.7984,                 2.5771,                 1.6625,                 1.2854,                 0.5067,                0.38726,                0.41457,                0.19169,                0.54121,                0.38082,                0.40502,                0.16975,                 1.8712,                 2.6598,                 1.7844,                 1.3155,             0.00014851,             0.00014851,             0.00014851
                     42,                 1.7378,                 2.4883,                 1.5378,                 1.2654,                0.53395,                 0.4116,                 0.4339,                 0.1982,                0.52838,                 0.4073,                0.42923,                0.18306,                  1.872,                 2.6339,                 1.6688,                 1.3263,             0.00013437,             0.00013437,             0.00013437
                     43,                 1.7166,                 2.4423,                 1.5204,                  1.267,                0.52722,                 0.4252,                0.44163,                0.20299,                0.52022,                0.41088,                0.42241,                0.17877,                 1.8447,                 2.6326,                 1.6554,                 1.3139,             0.00012024,             0.00012024,             0.00012024
                     44,                 1.7021,                 2.4011,                 1.4649,                 1.2422,                0.55966,                0.41486,                 0.4436,                0.20868,                0.54499,                0.40157,                0.43033,                0.18211,                 1.8532,                 2.6302,                 1.6403,                 1.3117,              0.0001061,              0.0001061,              0.0001061
                     45,                 1.6895,                  2.438,                  1.483,                 1.2576,                0.58849,                0.39943,                0.44543,                0.20552,                0.59283,                0.38654,                0.42825,                0.18248,                 1.8554,                 2.6854,                 1.6536,                 1.3239,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     46,                 1.6963,                 2.4068,                 1.4547,                 1.2452,                0.56595,                0.41518,                0.44823,                0.21351,                0.58958,                0.40086,                 0.4388,                 0.1847,                 1.8388,                 2.6471,                 1.6273,                 1.3127,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     47,                 1.6847,                 2.3532,                 1.4159,                 1.2347,                0.50485,                0.45025,                0.45405,                0.20928,                0.60749,                0.38553,                0.44048,                0.18353,                 1.8307,                 2.6574,                 1.6206,                 1.3055,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     48,                 1.6626,                 2.3979,                  1.414,                 1.2202,                0.55163,                0.42888,                0.45282,                0.20881,                0.52852,                0.41947,                0.43303,                0.18231,                 1.8304,                 2.6408,                 1.6293,                 1.3075,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     49,                 1.6439,                 2.3509,                 1.3874,                 1.2173,                0.54128,                0.42316,                0.45898,                0.21117,                0.52885,                0.42591,                0.44752,                0.18537,                 1.8397,                 2.6576,                 1.6236,                 1.3084,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     50,                 1.6136,                 2.3186,                 1.3581,                 1.2212,                0.54167,                0.43314,                0.45846,                0.21357,                0.53329,                0.42591,                  0.442,                 0.1843,                 1.8378,                 2.6544,                  1.616,                 1.3109,             2.1277e-05,             2.1277e-05,             2.1277e-05
