                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.93499,                 1.4471,                0.75186,                0.99723,                0.52231,                0.39513,                0.39691,                0.18134,                0.52348,                 0.3937,                 0.3869,                0.15536,                  1.845,                 2.6004,                  2.244,                  1.461,             0.00048074,             0.00048074,             0.00048074
                     68,                0.93558,                 1.4362,                0.75674,                0.99409,                0.51337,                 0.3806,                0.39461,                0.18183,                0.51184,                0.37294,                0.38018,                0.15479,                 1.8772,                 2.5991,                 2.1943,                 1.4704,              0.0004772,              0.0004772,              0.0004772
                     69,                0.92676,                  1.432,                0.75154,                 1.0158,                0.51364,                0.40014,                0.39597,                0.17874,                0.51053,                0.39123,                0.38247,                0.15628,                 1.8212,                 2.5607,                  2.364,                 1.4493,             0.00047367,             0.00047367,             0.00047367
                     70,                0.92549,                 1.3621,                 0.7342,                 1.0106,                0.47737,                0.39943,                  0.398,                0.18349,                0.47406,                0.39358,                0.38504,                0.15296,                 1.8436,                 2.5608,                 2.2206,                 1.4764,             0.00047013,             0.00047013,             0.00047013
                     71,                0.87451,                   1.35,                0.66919,                0.98521,                0.48743,                0.39298,                0.40624,                0.18473,                 0.5239,                0.37581,                0.40313,                0.16475,                 1.8659,                 2.5295,                 2.1791,                 1.4752,              0.0004666,              0.0004666,              0.0004666
                     72,                0.92605,                  1.428,                0.73991,                 1.0037,                0.53106,                0.36865,                0.39425,                 0.1788,                0.54552,                0.35361,                0.38264,                0.15774,                 1.8769,                 2.5622,                 2.1844,                 1.4816,             0.00046306,             0.00046306,             0.00046306
                     73,                0.92042,                 1.3803,                0.74236,                0.99037,                0.46118,                0.41303,                0.39086,                0.17608,                0.50504,                0.37031,                0.37458,                0.14781,                 1.8719,                 2.5847,                 2.5453,                 1.4776,             0.00045953,             0.00045953,             0.00045953
                     74,                0.96118,                 1.4724,                0.77716,                 1.0228,                 0.4871,                0.39442,                0.39259,                0.17679,                0.50311,                0.39298,                0.38216,                0.15447,                 1.8567,                 2.5347,                 2.5483,                 1.4645,               0.000456,               0.000456,               0.000456
                     75,                0.91874,                 1.4038,                0.72092,                0.99379,                0.49557,                0.40515,                0.40361,                0.18427,                0.47689,                0.42305,                0.40039,                0.16089,                 1.8594,                 2.5293,                 2.1607,                 1.4593,             0.00045246,             0.00045246,             0.00045246
                     76,                  0.912,                 1.3709,                 0.7276,                 1.0011,                0.53108,                0.38153,                0.39314,                0.17689,                0.54949,                0.38153,                0.38801,                0.15528,                 1.8547,                 2.5974,                  2.308,                 1.4973,             0.00044893,             0.00044893,             0.00044893
                     77,                 0.8812,                 1.3287,                0.71055,                0.99507,                0.48779,                0.39871,                0.40367,                0.18094,                 0.5179,                0.38082,                0.39486,                0.15667,                  1.861,                 2.5641,                 2.2229,                 1.4783,             0.00044539,             0.00044539,             0.00044539
                     78,                0.89503,                  1.348,                0.71641,                0.98425,                   0.54,                0.40945,                0.41238,                 0.1885,                 0.5562,                0.40086,                0.40714,                0.16592,                 1.8168,                 2.5386,                 2.2851,                 1.4553,             0.00044186,             0.00044186,             0.00044186
                     79,                0.90513,                 1.3265,                0.70888,                0.98775,                0.56301,                0.35876,                0.40074,                0.18332,                0.53315,                0.37196,                0.39266,                0.15777,                 1.8403,                 2.5471,                 2.2118,                 1.4548,             0.00043832,             0.00043832,             0.00043832
                     80,                0.87516,                 1.3336,                0.69257,                 0.9989,                0.54185,                0.39298,                0.40707,                0.18035,                0.53996,                0.38368,                0.39257,                0.15891,                 1.8538,                 2.5726,                 2.2144,                 1.4785,             0.00043479,             0.00043479,             0.00043479
                     81,                0.88294,                 1.3819,                0.70145,                 0.9954,                 0.4916,                0.41804,                0.40183,                 0.1853,                0.51926,                0.41231,                0.40488,                0.16548,                 1.8378,                 2.5499,                 2.3656,                 1.4629,             0.00043126,             0.00043126,             0.00043126
                     82,                0.88014,                 1.3701,                0.70881,                0.98507,                0.50067,                0.41374,                 0.4007,                0.18422,                0.50846,                0.41303,                0.39265,                0.16067,                 1.8501,                 2.5395,                 2.0998,                 1.4862,             0.00042772,             0.00042772,             0.00042772
                     83,                0.87106,                 1.3409,                0.69392,                0.98522,                 0.4989,                0.40086,                0.39575,                0.18032,                0.52364,                0.38296,                0.38764,                0.15906,                 1.8342,                 2.5769,                  2.337,                 1.4848,             0.00042419,             0.00042419,             0.00042419
                     84,                0.87919,                 1.3902,                0.70179,                0.97985,                0.52561,                0.38726,                0.40442,                0.18636,                0.53828,                0.37637,                0.39453,                0.16168,                 1.8028,                 2.5272,                 2.1805,                 1.4448,             0.00042065,             0.00042065,             0.00042065
                     85,                0.87986,                  1.344,                0.68837,                0.97339,                0.49805,                0.38654,                0.39867,                0.18637,                0.49545,                0.38941,                0.39396,                0.16211,                 1.8764,                 2.6107,                  2.114,                  1.488,             0.00041712,             0.00041712,             0.00041712
                     86,                0.88035,                 1.3534,                0.68723,                0.99587,                0.50997,                0.43092,                0.41006,                0.18945,                0.51078,                0.41518,                0.40076,                 0.1687,                 1.8435,                 2.5479,                 2.2689,                 1.4767,             0.00041358,             0.00041358,             0.00041358
                     87,                0.88061,                 1.3472,                0.67588,                0.98472,                0.56428,                0.38941,                0.42298,                 0.1948,                0.55746,                0.38082,                0.40311,                0.16785,                 1.8385,                 2.5638,                 2.1772,                 1.4604,             0.00041005,             0.00041005,             0.00041005
                     88,                0.82004,                 1.2812,                0.64377,                0.96612,                0.54631,                0.40301,                0.41693,                0.19211,                0.53829,                0.39442,                0.40313,                0.16533,                 1.8368,                  2.605,                 2.0972,                 1.4634,             0.00040652,             0.00040652,             0.00040652
                     89,                0.85136,                 1.2818,                0.66468,                 0.9702,                0.49971,                0.41398,                 0.4093,                0.18529,                0.53135,                0.39943,                0.40367,                0.16395,                 1.8723,                 2.5688,                 2.4565,                 1.4718,             0.00040298,             0.00040298,             0.00040298
                     90,                0.83645,                 1.2976,                0.63939,                0.97103,                0.53273,                0.39084,                0.41742,                0.19538,                0.53761,                0.39442,                0.40714,                0.16853,                 1.8325,                 2.5874,                 2.2075,                 1.4518,             0.00039945,             0.00039945,             0.00039945
                     91,                0.84956,                 1.2932,                 0.6732,                0.98191,                0.52452,                0.42734,                0.43266,                0.19765,                0.53682,                0.41804,                 0.4209,                0.17194,                 1.8686,                 2.5559,                 2.1605,                 1.4872,             0.00039591,             0.00039591,             0.00039591
                     92,                0.81397,                 1.2662,                0.62555,                0.96261,                0.56083,                0.41804,                0.43659,                0.19696,                0.57439,                0.41303,                0.42622,                0.17356,                 1.8563,                 2.6039,                 2.0495,                 1.4747,             0.00039238,             0.00039238,             0.00039238
