                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0429,                 3.0213,                 3.0002,                  1.424,                0.03119,                0.17394,                0.01109,                 0.0038,                0.02471,                0.13887,                0.00748,                0.00231,                 2.4064,                 3.8149,                 85.906,                 2.0599,             0.00023617,             0.00023617,             0.00023617
                      2,                 2.0208,                 2.8442,                  1.982,                 1.3851,                0.00125,                0.22334,                0.00077,                 0.0003,                0.00109,                 0.1947,                0.00064,                0.00024,                    nan,                    nan,                    nan,                    nan,             0.00047182,             0.00047182,             0.00047182
                      3,                 2.1732,                 2.9793,                 2.1575,                  1.473,                0.18856,                0.12742,                0.06916,                0.02578,                0.18513,                0.12598,                0.06883,                0.02338,                 2.6542,                 3.9656,                 3.9759,                   2.06,             0.00070512,             0.00070512,             0.00070512
                      4,                 2.0803,                 2.8928,                  1.959,                 1.4367,                0.33265,                0.20401,                0.16622,                0.06274,                0.34202,                0.19399,                0.15882,                0.05402,                 2.5428,                 3.7831,                 5.1911,                 2.0442,              0.0007034,              0.0007034,              0.0007034
                      5,                 1.9364,                 2.7227,                 1.7799,                 1.3865,                0.27342,                0.23049,                0.16262,                0.06268,                 0.2403,                0.20258,                0.13844,                0.04713,                 2.4861,                 3.5185,                 3.2727,                 1.9518,             0.00069986,             0.00069986,             0.00069986
                      6,                 1.8685,                 2.6074,                 1.6873,                 1.3411,                0.27497,                0.21832,                0.14381,                0.05744,                0.27767,                0.22047,                0.14642,                0.05491,                 2.4262,                 3.3882,                  7.044,                 1.9215,             0.00069633,             0.00069633,             0.00069633
                      7,                   1.76,                 2.5496,                 1.6085,                 1.3132,                0.36632,                0.23694,                0.21445,                0.08461,                0.36726,                0.22835,                0.19887,                0.07196,                 2.3831,                 3.2534,                 2.7085,                 1.9096,             0.00069279,             0.00069279,             0.00069279
                      8,                 1.7121,                 2.4731,                 1.5011,                 1.3033,                 0.3907,                0.25197,                 0.2083,                0.08452,                0.37496,                0.24624,                0.19717,                 0.0722,                 2.3627,                 3.4498,                 2.6065,                 1.8738,             0.00068926,             0.00068926,             0.00068926
                      9,                 1.6084,                 2.3548,                 1.3562,                 1.2457,                0.32335,                0.20902,                0.15602,                0.06183,                0.30453,                0.19685,                0.14022,                 0.0454,                 2.4193,                 3.4523,                 3.0388,                 1.9012,             0.00068573,             0.00068573,             0.00068573
                     10,                 1.6238,                 2.3908,                 1.4159,                 1.2571,                0.35769,                 0.2534,                0.20666,                0.07944,                0.37431,                0.24839,                0.20583,                0.07255,                 2.3122,                 3.4439,                  2.565,                 1.8532,             0.00068219,             0.00068219,             0.00068219
                     11,                 1.5503,                 2.2639,                 1.3339,                  1.257,                0.38637,                0.27809,                0.23726,                0.09868,                0.40045,                0.27252,                 0.2407,                0.08837,                 2.2501,                 3.1411,                 3.2923,                 1.8321,             0.00067866,             0.00067866,             0.00067866
                     12,                 1.4963,                 2.2116,                 1.2814,                 1.2111,                0.35882,                  0.268,                0.22662,                0.09371,                0.35715,                0.26915,                0.22025,                0.07945,                 2.2324,                 3.3204,                 2.7302,                 1.8278,             0.00067512,             0.00067512,             0.00067512
                     13,                 1.4831,                 2.2735,                 1.2771,                 1.1975,                 0.4037,                0.23359,                0.22447,                0.09419,                 0.4081,                0.24481,                0.21915,                0.08144,                 2.1919,                 3.1377,                 2.4687,                 1.7904,             0.00067159,             0.00067159,             0.00067159
                     14,                 1.4703,                 2.1869,                  1.214,                 1.1914,                0.41307,                0.27053,                0.23391,                0.09395,                0.42642,                0.26772,                0.24275,                0.08994,                 2.2139,                 3.2884,                 2.5987,                  1.795,             0.00066805,             0.00066805,             0.00066805
                     15,                 1.4466,                  2.136,                 1.2254,                 1.2035,                0.43063,                0.30351,                0.28578,                 0.1187,                0.43359,                0.30208,                0.27968,                0.10965,                 2.1494,                 3.0844,                 2.3023,                 1.7741,             0.00066452,             0.00066452,             0.00066452
                     16,                 1.3885,                 2.0921,                 1.1714,                 1.1682,                0.45925,                0.30995,                0.28892,                0.12155,                0.45277,                0.30422,                0.28501,                0.11215,                 2.1626,                 3.1146,                 2.3044,                 1.7822,             0.00066099,             0.00066099,             0.00066099
                     17,                 1.3588,                 2.0463,                 1.1105,                 1.1338,                0.43372,                0.24561,                0.21996,                0.09337,                0.42272,                0.24195,                0.20984,                0.08084,                 2.3337,                 3.2914,                 2.8404,                 1.8456,             0.00065745,             0.00065745,             0.00065745
                     18,                 1.4132,                 2.0735,                 1.1837,                 1.2023,                0.37393,                0.29921,                0.23436,                0.10564,                0.38001,                0.29062,                0.22609,                0.09123,                  2.111,                 3.0301,                  2.536,                 1.7652,             0.00065392,             0.00065392,             0.00065392
                     19,                 1.3434,                 2.0166,                 1.1261,                 1.1739,                0.39841,                0.26642,                0.22696,                0.10223,                0.40514,                 0.2577,                0.22285,                0.08779,                 2.2271,                 3.2902,                 2.6282,                 1.8333,             0.00065038,             0.00065038,             0.00065038
                     20,                 1.3423,                 2.0112,                 1.1098,                 1.1447,                0.41851,                0.30136,                0.28959,                0.12416,                 0.4213,                 0.2985,                0.28338,                 0.1076,                 2.1258,                 3.0116,                 2.2292,                 1.7603,             0.00064685,             0.00064685,             0.00064685
                     21,                 1.3417,                 2.0279,                  1.117,                 1.1481,                0.45118,                0.31189,                0.29689,                0.12279,                0.45633,                0.31353,                0.29303,                0.11239,                 2.1169,                 2.9628,                 2.2201,                 1.7237,             0.00064331,             0.00064331,             0.00064331
                     22,                  1.311,                 1.9744,                 1.1049,                 1.1541,                0.45061,                0.29635,                0.26228,                0.10832,                0.44564,                0.27966,                0.24293,                0.08973,                 2.1506,                 3.1765,                  2.395,                 1.7433,             0.00063978,             0.00063978,             0.00063978
                     23,                 1.3035,                 1.9855,                 1.0613,                 1.1337,                0.42446,                0.28191,                0.26824,                0.11515,                 0.4295,                 0.2806,                0.25911,                0.10322,                 2.1416,                 3.1178,                 2.3117,                 1.7654,             0.00063625,             0.00063625,             0.00063625
                     24,                 1.3312,                 2.0246,                 1.0863,                 1.1552,                0.40473,                0.32218,                0.27661,                0.11097,                0.42208,                 0.3121,                0.26876,                0.10059,                 2.1442,                 3.0604,                 2.4933,                 1.7538,             0.00063271,             0.00063271,             0.00063271
                     25,                  1.287,                 1.9333,                 1.0695,                 1.1462,                0.44927,                0.30565,                 0.2896,                0.12538,                 0.4384,                0.31181,                0.28015,                0.10606,                 2.1121,                 2.9211,                 2.2712,                 1.7319,             0.00062918,             0.00062918,             0.00062918
                     26,                 1.2461,                 1.8791,                 1.0038,                  1.132,                0.43539,                0.27344,                0.24481,                0.10682,                0.43344,                0.27058,                0.23718,                0.09167,                 2.1497,                 3.1201,                 2.8259,                 1.8018,             0.00062564,             0.00062564,             0.00062564
                     27,                  1.244,                 1.9519,                 1.0378,                 1.1351,                 0.4661,                0.30208,                0.28921,                0.12469,                0.48046,                0.31138,                0.29554,                0.11282,                 2.1272,                 2.9814,                 2.2544,                 1.7352,             0.00062211,             0.00062211,             0.00062211
                     28,                 1.2251,                 1.8707,                 1.0201,                 1.0941,                0.46909,                0.32999,                0.32838,                0.14299,                0.46917,                0.32785,                0.32151,                0.12668,                 2.0849,                 2.8796,                 2.2022,                 1.7114,             0.00061857,             0.00061857,             0.00061857
                     29,                 1.2541,                 1.9391,                 1.0398,                 1.1336,                0.49197,                0.31997,                0.31616,                0.13683,                0.47816,                0.31496,                0.30346,                 0.1168,                 2.0474,                 2.9669,                 2.1518,                 1.7232,             0.00061504,             0.00061504,             0.00061504
                     30,                 1.2341,                 1.8739,                0.99386,                  1.107,                0.45689,                0.29627,                0.28982,                 0.1257,                0.45238,                0.29563,                 0.2848,                0.10812,                 2.0425,                 2.9954,                 2.1804,                 1.6822,             0.00061151,             0.00061151,             0.00061151
                     31,                 1.2688,                 1.9501,                 1.0316,                 1.1424,                0.49242,                0.32999,                0.33728,                0.14968,                0.49927,                0.32617,                0.32808,                0.13204,                 2.0517,                 2.9022,                 2.1812,                 1.6991,             0.00060797,             0.00060797,             0.00060797
                     32,                 1.2487,                 1.9292,                0.99229,                 1.1138,                0.50513,                0.31997,                0.32267,                 0.1451,                0.51002,                0.31424,                0.31861,                0.12908,                  2.098,                 2.9315,                 2.2833,                 1.7255,             0.00060444,             0.00060444,             0.00060444
                     33,                 1.2806,                 1.9623,                 1.0447,                 1.1643,                 0.4584,                0.30494,                0.29435,                0.12724,                0.44723,                0.29884,                0.27876,                0.10886,                 2.0895,                 2.9113,                 2.3489,                 1.7053,              0.0006009,              0.0006009,              0.0006009
                     34,                 1.1835,                 1.8195,                0.95448,                 1.1156,                0.50598,                0.32713,                0.33365,                0.14383,                0.46999,                0.33451,                0.31477,                 0.1237,                 2.0606,                 2.9367,                 2.0594,                 1.6972,             0.00059737,             0.00059737,             0.00059737
                     35,                 1.1466,                 1.7779,                0.91061,                 1.0886,                0.45838,                0.34216,                0.32132,                 0.1401,                0.45634,                0.33142,                 0.3061,                0.11757,                 2.0427,                 2.8925,                 2.1487,                 1.6877,             0.00059383,             0.00059383,             0.00059383
                     36,                 1.2004,                 1.7933,                0.95201,                 1.1007,                0.51188,                0.32653,                0.31206,                0.13585,                0.50851,                0.32439,                0.30821,                0.11862,                 2.1159,                 2.9747,                 2.2945,                 1.7193,              0.0005903,              0.0005903,              0.0005903
                     37,                 1.1549,                 1.7796,                0.95284,                 1.1087,                 0.5131,                0.33342,                0.34772,                0.15347,                0.51942,                0.32856,                0.33682,                 0.1257,                 2.0716,                 2.8864,                 2.2374,                 1.7171,             0.00058677,             0.00058677,             0.00058677
                     38,                 1.1803,                 1.8053,                0.96311,                 1.1166,                0.46567,                0.32641,                0.33239,                0.14902,                0.46489,                0.32587,                0.32683,                0.12861,                 2.0148,                 2.8468,                 2.1532,                 1.7033,             0.00058323,             0.00058323,             0.00058323
                     39,                 1.1563,                 1.7179,                0.92743,                 1.0883,                 0.4842,                0.34574,                0.34736,                0.14417,                0.47577,                0.34145,                 0.3348,                0.12081,                 2.0756,                 2.8999,                 2.0698,                 1.7351,              0.0005797,              0.0005797,              0.0005797
                     40,                 1.1607,                 1.7855,                0.95255,                 1.1068,                0.48783,                0.32863,                0.33505,                0.14768,                0.47974,                0.33214,                0.32875,                 0.1345,                 2.1164,                 2.9327,                 2.2289,                 1.7712,             0.00057616,             0.00057616,             0.00057616
                     41,                 1.1215,                 1.6957,                0.90435,                 1.0869,                0.47222,                0.34216,                0.33732,                0.15391,                0.46728,                0.33858,                0.32921,                0.12997,                 2.0411,                  2.985,                 2.2985,                 1.7049,             0.00057263,             0.00057263,             0.00057263
                     42,                 1.1224,                 1.7477,                0.90079,                 1.0873,                 0.4859,                0.34431,                0.33944,                0.14477,                0.47738,                0.33357,                0.32394,                0.12422,                 2.0272,                 2.8701,                 2.3432,                 1.6713,             0.00056909,             0.00056909,             0.00056909
                     43,                 1.1262,                 1.7536,                0.91732,                 1.0957,                0.50645,                 0.3486,                0.35404,                0.15612,                0.51184,                0.33474,                0.34042,                0.13738,                 2.0297,                 2.8267,                 2.0571,                 1.6813,             0.00056556,             0.00056556,             0.00056556
                     44,                 1.0989,                 1.7127,                0.89889,                 1.0884,                0.50735,                0.33214,                0.34742,                0.15239,                0.51049,                0.32928,                0.33262,                 0.1327,                 2.0324,                 2.8148,                 2.2587,                 1.6758,             0.00056203,             0.00056203,             0.00056203
                     45,                 1.1132,                  1.753,                0.91518,                 1.0933,                  0.487,                0.35404,                0.35836,                0.15369,                0.45786,                0.33286,                0.32549,                0.12468,                 2.0403,                 2.8596,                 2.1066,                 1.6828,             0.00055849,             0.00055849,             0.00055849
